school,school url,location,course name,price,skill,description
Apprentice.io,/schools/apprentice-io,Boston,Web Development Apprenticeship,0,JavaScript  HTML  Rails  Ruby  CSS,The UX Certificate program at American Graphics Institute prepares you for user experience design positions as well as user interface design roles working in the fields of app design and web design. The program is equally useful for web developers  business analysts  and product managers overseeing the creation of websites and apps.
Apprentice.io,/schools/apprentice-io,Boston,Design Apprenticeship,0,HTML  Design  CSS,The UX Certificate program at American Graphics Institute prepares you for user experience design positions as well as user interface design roles working in the fields of app design and web design. The program is equally useful for web developers  business analysts  and product managers overseeing the creation of websites and apps.
Apprentice.io,/schools/apprentice-io,Boston,iOS Development Apprenticeship,0,Swift  iOS  Xcode  Objective-C  Mobile,The UX Certificate program at American Graphics Institute prepares you for user experience design positions as well as user interface design roles working in the fields of app design and web design. The program is equally useful for web developers  business analysts  and product managers overseeing the creation of websites and apps.
Apprentice.io,/schools/apprentice-io,San Francisco,iOS Development Apprenticeship,0,Swift  iOS  Xcode  Objective-C  Mobile,The UX Certificate program at American Graphics Institute prepares you for user experience design positions as well as user interface design roles working in the fields of app design and web design. The program is equally useful for web developers  business analysts  and product managers overseeing the creation of websites and apps.
Apprentice.io,/schools/apprentice-io,San Francisco,Web Development Apprenticeship,0,JavaScript  HTML  Rails  Ruby  CSS,The UX Certificate program at American Graphics Institute prepares you for user experience design positions as well as user interface design roles working in the fields of app design and web design. The program is equally useful for web developers  business analysts  and product managers overseeing the creation of websites and apps.
Apprentice.io,/schools/apprentice-io,San Francisco,Design Apprenticeship,0,HTML  Design  CSS,The UX Certificate program at American Graphics Institute prepares you for user experience design positions as well as user interface design roles working in the fields of app design and web design. The program is equally useful for web developers  business analysts  and product managers overseeing the creation of websites and apps.
Array School of Technology and Design,/schools/array-school-of-technology-and-design,Cheyenne,Full-stack Web Development,15 000,Front End  JavaScript  HTML  Git  Rails  SEO  SQL  jQuery  Design  Ruby  User Experience Design  CSS  Wordpress  React.js,Students will learn Rails  Ruby  JavaScript  HTML  CSS  CSS Pre-Processors  Command Line  Git  UI/UX design and principals  and database schemas.
ASI Data Science,/schools/asi-data-science,London,ASI Data Science Fellowship,15 000,Front End  JavaScript  HTML  Git  Rails  SEO  SQL  jQuery  Design  Ruby  User Experience Design  CSS  Wordpress  React.js,Students will learn Rails  Ruby  JavaScript  HTML  CSS  CSS Pre-Processors  Command Line  Git  UI/UX design and principals  and database schemas.
Astro Code School,/schools/astro-code-school,Durham,Python & Django Web Engineering,15 000,Front End  JavaScript  HTML  Git  Rails  SEO  SQL  jQuery  Design  Ruby  User Experience Design  CSS  Wordpress  React.js,Students will learn Rails  Ruby  JavaScript  HTML  CSS  CSS Pre-Processors  Command Line  Git  UI/UX design and principals  and database schemas.
Atlanta Code,/schools/atlanta-code,Atlanta,Back End Developer Training,15 000,Front End  JavaScript  HTML  Git  Rails  SEO  SQL  jQuery  Design  Ruby  User Experience Design  CSS  Wordpress  React.js,Students will learn Rails  Ruby  JavaScript  HTML  CSS  CSS Pre-Processors  Command Line  Git  UI/UX design and principals  and database schemas.
Atlanta Code,/schools/atlanta-code,Atlanta,Front End Developer Training,15 000,Front End  JavaScript  HTML  Git  Rails  SEO  SQL  jQuery  Design  Ruby  User Experience Design  CSS  Wordpress  React.js,Students will learn Rails  Ruby  JavaScript  HTML  CSS  CSS Pre-Processors  Command Line  Git  UI/UX design and principals  and database schemas.
Awesome Inc U,/schools/awesome-inc-u,Lexington,Web Developer Bootcamp,15 000,Front End  JavaScript  HTML  Git  Rails  SEO  SQL  jQuery  Design  Ruby  User Experience Design  CSS  Wordpress  React.js,Students will learn Rails  Ruby  JavaScript  HTML  CSS  CSS Pre-Processors  Command Line  Git  UI/UX design and principals  and database schemas.
Barcelona Code School,/schools/barcelona-code-school,Barcelona,JavaScript Full-Stack Bootcamp,15 000,Front End  JavaScript  HTML  Git  Rails  SEO  SQL  jQuery  Design  Ruby  User Experience Design  CSS  Wordpress  React.js,Students will learn Rails  Ruby  JavaScript  HTML  CSS  CSS Pre-Processors  Command Line  Git  UI/UX design and principals  and database schemas.
Berkeley Coding Boot Camp,/schools/berkeley-coding-boot-camp,San Francisco,Full Stack Flex,15 000,Front End  JavaScript  HTML  Git  Rails  SEO  SQL  jQuery  Design  Ruby  User Experience Design  CSS  Wordpress  React.js,Students will learn Rails  Ruby  JavaScript  HTML  CSS  CSS Pre-Processors  Command Line  Git  UI/UX design and principals  and database schemas.
Berkeley Coding Boot Camp,/schools/berkeley-coding-boot-camp,San Francisco,Data Analytics and Visualization,10 000,Python  JavaScript  SQL  Excel,This program is rigorous  fast-paced  and focused on the practical technical skills needed to analyze and solve data problems. Students will gain proficiency in a broad array of technologies like  Excel  Python  JavaScript (D3.js  Leaflet.js)  HTML/CSS  API Interactions  Social Media Mining  SQL  Tableau  Advanced Statistics  Machine Learning  R  Git/GitHub  and more. Applicants do not need experience to enroll  but once admitted  all students will complete a pre-course tutorial.
Betamore Academy,/schools/betamore-academy,Baltimore,Back End Web Development,10 000,Python  JavaScript  SQL  Excel,This program is rigorous  fast-paced  and focused on the practical technical skills needed to analyze and solve data problems. Students will gain proficiency in a broad array of technologies like  Excel  Python  JavaScript (D3.js  Leaflet.js)  HTML/CSS  API Interactions  Social Media Mining  SQL  Tableau  Advanced Statistics  Machine Learning  R  Git/GitHub  and more. Applicants do not need experience to enroll  but once admitted  all students will complete a pre-course tutorial.
Betamore Academy,/schools/betamore-academy,Baltimore,Project Management,10 000,Python  JavaScript  SQL  Excel,This program is rigorous  fast-paced  and focused on the practical technical skills needed to analyze and solve data problems. Students will gain proficiency in a broad array of technologies like  Excel  Python  JavaScript (D3.js  Leaflet.js)  HTML/CSS  API Interactions  Social Media Mining  SQL  Tableau  Advanced Statistics  Machine Learning  R  Git/GitHub  and more. Applicants do not need experience to enroll  but once admitted  all students will complete a pre-course tutorial.
Betamore Academy,/schools/betamore-academy,Baltimore,Front End Web Development,10 000,Python  JavaScript  SQL  Excel,This program is rigorous  fast-paced  and focused on the practical technical skills needed to analyze and solve data problems. Students will gain proficiency in a broad array of technologies like  Excel  Python  JavaScript (D3.js  Leaflet.js)  HTML/CSS  API Interactions  Social Media Mining  SQL  Tableau  Advanced Statistics  Machine Learning  R  Git/GitHub  and more. Applicants do not need experience to enroll  but once admitted  all students will complete a pre-course tutorial.
Big Sky Code Academy,/schools/big-sky-code-academy,Bozeman,Full Stack Web Developer Immersive,10 000,Python  JavaScript  SQL  Excel,This program is rigorous  fast-paced  and focused on the practical technical skills needed to analyze and solve data problems. Students will gain proficiency in a broad array of technologies like  Excel  Python  JavaScript (D3.js  Leaflet.js)  HTML/CSS  API Interactions  Social Media Mining  SQL  Tableau  Advanced Statistics  Machine Learning  R  Git/GitHub  and more. Applicants do not need experience to enroll  but once admitted  all students will complete a pre-course tutorial.
Big Sky Code Academy,/schools/big-sky-code-academy,Missoula,Full Stack Web Developer Immersive,10 000,Python  JavaScript  SQL  Excel,This program is rigorous  fast-paced  and focused on the practical technical skills needed to analyze and solve data problems. Students will gain proficiency in a broad array of technologies like  Excel  Python  JavaScript (D3.js  Leaflet.js)  HTML/CSS  API Interactions  Social Media Mining  SQL  Tableau  Advanced Statistics  Machine Learning  R  Git/GitHub  and more. Applicants do not need experience to enroll  but once admitted  all students will complete a pre-course tutorial.
Big Sky Code Academy,/schools/big-sky-code-academy,Billings,Full Stack Web Developer Immersive,10 000,Python  JavaScript  SQL  Excel,This program is rigorous  fast-paced  and focused on the practical technical skills needed to analyze and solve data problems. Students will gain proficiency in a broad array of technologies like  Excel  Python  JavaScript (D3.js  Leaflet.js)  HTML/CSS  API Interactions  Social Media Mining  SQL  Tableau  Advanced Statistics  Machine Learning  R  Git/GitHub  and more. Applicants do not need experience to enroll  but once admitted  all students will complete a pre-course tutorial.
Big Sky Code Academy,/schools/big-sky-code-academy,Helena,Full Stack Web Developer Immersive,10 000,Python  JavaScript  SQL  Excel,This program is rigorous  fast-paced  and focused on the practical technical skills needed to analyze and solve data problems. Students will gain proficiency in a broad array of technologies like  Excel  Python  JavaScript (D3.js  Leaflet.js)  HTML/CSS  API Interactions  Social Media Mining  SQL  Tableau  Advanced Statistics  Machine Learning  R  Git/GitHub  and more. Applicants do not need experience to enroll  but once admitted  all students will complete a pre-course tutorial.
Blackbelt Coding ,/schools/blackbelt-coding,Miami,Coding Ninja,6 000,MySQL  HTML  PHP  jQuery  CSS,Students will learn a variety of programming languages and frameworks. By the end of the course  students will know information such as responsive design  parallax effects  CCS3 transitions  and then be able to build their own theme and plugin. Students will also learn about installing Nginx  Vagrant  SSH  Terminal  and localhost; receive a PHP  JSON and Front-end/Back-end introduction  which will lead to being able to create mini-games  websites  and other web applications.
Bytecamp,/schools/bytecamp,Houston,Software Engineering,11 989,JavaScript,Learn full-stack JavaScript by developing real applications and applying Computer Science to learn how technologies work inside-and-out.
C4Q Access Code,/schools/c4q-access-code,New York City,Access Code 3.3 Cohort  Full Stack Web,11 989,JavaScript,Learn full-stack JavaScript by developing real applications and applying Computer Science to learn how technologies work inside-and-out.
C4Q Access Code,/schools/c4q-access-code,New York City,Access Code 3.4 Cohort  Full Stack Web (Part-Time),11 989,JavaScript,Learn full-stack JavaScript by developing real applications and applying Computer Science to learn how technologies work inside-and-out.
C4Q Access Code,/schools/c4q-access-code,New York City,Access Code 3.2 Cohort  iOS,11 989,JavaScript,Learn full-stack JavaScript by developing real applications and applying Computer Science to learn how technologies work inside-and-out.
C4Q Access Code,/schools/c4q-access-code,New York City,Access Code 3.1 Cohort  Android,11 989,JavaScript,Learn full-stack JavaScript by developing real applications and applying Computer Science to learn how technologies work inside-and-out.
Camp Code Away,/schools/camp-code-away,Bali,Bali Bootcamp,11 989,JavaScript,Learn full-stack JavaScript by developing real applications and applying Computer Science to learn how technologies work inside-and-out.
Case Western Reserve University Coding Boot Camp,/schools/case-western-reserve-university-coding-boot-camp,Cleveland,Full Stack Flex,9 500,MySQL  Front End  JavaScript  MongoDB  HTML  Java  Django  jQuery  CSS  React.js  Node.js,The full-stack curriculum includes HTML5  CSS3  JavaScript  jQuery  Bootstrap  Express.js  React.js  Java  Node.js  Database Theory  Bookshelf.js  MongoDB  MySQL  Command Line  Git  and more.  Students will build a portfolio of web applications to showcase their knowledge  and   benefit from a wide range of career services to position them for success through graduation and beyond.
CODE,/schools/code,Berlin,Software Engineering,9 500,MySQL  Front End  JavaScript  MongoDB  HTML  Java  Django  jQuery  CSS  React.js  Node.js,The full-stack curriculum includes HTML5  CSS3  JavaScript  jQuery  Bootstrap  Express.js  React.js  Java  Node.js  Database Theory  Bookshelf.js  MongoDB  MySQL  Command Line  Git  and more.  Students will build a portfolio of web applications to showcase their knowledge  and   benefit from a wide range of career services to position them for success through graduation and beyond.
CODE,/schools/code,Berlin,Interaction Design,9 500,MySQL  Front End  JavaScript  MongoDB  HTML  Java  Django  jQuery  CSS  React.js  Node.js,The full-stack curriculum includes HTML5  CSS3  JavaScript  jQuery  Bootstrap  Express.js  React.js  Java  Node.js  Database Theory  Bookshelf.js  MongoDB  MySQL  Command Line  Git  and more.  Students will build a portfolio of web applications to showcase their knowledge  and   benefit from a wide range of career services to position them for success through graduation and beyond.
CODE,/schools/code,Berlin,Product Management,9 500,MySQL  Front End  JavaScript  MongoDB  HTML  Java  Django  jQuery  CSS  React.js  Node.js,The full-stack curriculum includes HTML5  CSS3  JavaScript  jQuery  Bootstrap  Express.js  React.js  Java  Node.js  Database Theory  Bookshelf.js  MongoDB  MySQL  Command Line  Git  and more.  Students will build a portfolio of web applications to showcase their knowledge  and   benefit from a wide range of career services to position them for success through graduation and beyond.
Code Astra,/schools/code-astra,Hyderabad,Full-Stack Web Development,9 500,MySQL  Front End  JavaScript  MongoDB  HTML  Java  Django  jQuery  CSS  React.js  Node.js,The full-stack curriculum includes HTML5  CSS3  JavaScript  jQuery  Bootstrap  Express.js  React.js  Java  Node.js  Database Theory  Bookshelf.js  MongoDB  MySQL  Command Line  Git  and more.  Students will build a portfolio of web applications to showcase their knowledge  and   benefit from a wide range of career services to position them for success through graduation and beyond.
Code Astra,/schools/code-astra,Hyderabad,Front-End Web Development,9 500,MySQL  Front End  JavaScript  MongoDB  HTML  Java  Django  jQuery  CSS  React.js  Node.js,The full-stack curriculum includes HTML5  CSS3  JavaScript  jQuery  Bootstrap  Express.js  React.js  Java  Node.js  Database Theory  Bookshelf.js  MongoDB  MySQL  Command Line  Git  and more.  Students will build a portfolio of web applications to showcase their knowledge  and   benefit from a wide range of career services to position them for success through graduation and beyond.
CODEcamp Charleston,/schools/codecamp-charleston,Charleston,Web Basics 102,250,PHP  SQL  jQuery  CSS,Application Deadline:April 15  2014
CODEcamp Charleston,/schools/codecamp-charleston,Charleston,JavaScript 101,250,JavaScript,Application Deadline:April 15  2014
CODEcamp Charleston,/schools/codecamp-charleston,Charleston,Web Basics 101,250,HTML  CSS,Application Deadline:April 15  2014
CODEcamp Charleston,/schools/codecamp-charleston,Charleston,UX Design 101,250,User Experience Design,Application Deadline:April 15  2014
CODEcamp Charleston,/schools/codecamp-charleston,Charleston,jQuery 101,250,jQuery,Application Deadline:April 15  2014
CODEcamp Charleston,/schools/codecamp-charleston,Charleston,PHP 101,250,PHP,Application Deadline:April 15  2014
CODEcamp Charleston,/schools/codecamp-charleston,Charleston,Ruby 101,250,Ruby,Application Deadline:April 15  2014
CODEcamp Charleston,/schools/codecamp-charleston,Charleston,iOS,250,iOS,Application Deadline:April 15  2014
Code Chicago,/schools/code-chicago,Chicago,Intro to Graphic Design,250,iOS,Application Deadline:April 15  2014
Code Chicago,/schools/code-chicago,Chicago,Intro to Ruby,250,iOS,Application Deadline:April 15  2014
Code Chicago,/schools/code-chicago,Chicago,Mobile HTML5/CSS/JavaScript,250,iOS,Application Deadline:April 15  2014
Code Chicago,/schools/code-chicago,Chicago,Intermediate Rails,250,iOS,Application Deadline:April 15  2014
Code Chrysalis,/schools/code-chrysalis,Tokyo,Advanced Software Engineering Immersive,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Coded by U,/schools/coded-by-u,Philadelphia,Web Development Fundamentals,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Code Fever,/schools/code-fever,Miami,Bootcamp,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Code For Progress,/schools/code-for-progress,Washington,Back-End Fellowship,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Code For Progress,/schools/code-for-progress,Washington,Front-End Fellowship,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
CodeMasters Academy,/schools/codemasters-academy,Orange County,Full Stack Web Development,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Coderhouse,/schools/coderhouse,Buenos Aires,Front End Development,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Coderhouse,/schools/coderhouse,Buenos Aires,Digital Marketing,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Coderhouse,/schools/coderhouse,Buenos Aires,Design,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Coderhouse,/schools/coderhouse,Buenos Aires,Full Stack,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Coderhouse,/schools/coderhouse,Buenos Aires,Mobile Development,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Coders Lab,/schools/coders-lab,Warsaw,Become a Front End Programmer,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Code Union,/schools/code-union,Online,Fundamentals of Web Development,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Code Union,/schools/code-union,Online,Rails  TDD  and Professional Engineering,1 030 000,MySQL  AngularJS  Front End  JavaScript  MongoDB  HTML  Git  jQuery  CSS  Express.js  React.js  Node.js,Students will learn JavaScript  NodeJS  ExpressJS  HTML5  CSS  computer science essentials  server-side concepts  databases  framework philosophy  and advanced client-side concepts. Students will also learn tools and systems like Webpack  Heroku  Amazon Web Services  Docker containers  and coding best practices.
Code Union,/schools/code-union,Online,SQL Deep-Dive & Metrics,1 500,SQL,We designed this workshop for professionals who want to dive deep into SQL  the language that powers relational databases like MySQL and PostgreSQL. We assume no prior knowledge  but be warned — we're going deep into SQL-land!    By the end  students will be able to translate product  operational  and marketing questions directly into SQL. In addition  we'll cover the basic principles of statistics  analytics  and data science so that students can ask better questions and meaningfully interpret the answers.
Code Union,/schools/code-union,Online,Topics in Computer Science,1 500,SQL,We designed this workshop for professionals who want to dive deep into SQL  the language that powers relational databases like MySQL and PostgreSQL. We assume no prior knowledge  but be warned — we're going deep into SQL-land!    By the end  students will be able to translate product  operational  and marketing questions directly into SQL. In addition  we'll cover the basic principles of statistics  analytics  and data science so that students can ask better questions and meaningfully interpret the answers.
Codez Academy ,/schools/codez-academy,Wales,Foundation Course in Front-end Development,1 500,SQL,We designed this workshop for professionals who want to dive deep into SQL  the language that powers relational databases like MySQL and PostgreSQL. We assume no prior knowledge  but be warned — we're going deep into SQL-land!    By the end  students will be able to translate product  operational  and marketing questions directly into SQL. In addition  we'll cover the basic principles of statistics  analytics  and data science so that students can ask better questions and meaningfully interpret the answers.
Codez Academy ,/schools/codez-academy,Wales,Digital Roots Scheme,1 500,SQL,We designed this workshop for professionals who want to dive deep into SQL  the language that powers relational databases like MySQL and PostgreSQL. We assume no prior knowledge  but be warned — we're going deep into SQL-land!    By the end  students will be able to translate product  operational  and marketing questions directly into SQL. In addition  we'll cover the basic principles of statistics  analytics  and data science so that students can ask better questions and meaningfully interpret the answers.
Coding Academy by Epitech,/schools/coding-academy-by-epitech,Paris,Code & Go,1 500,SQL,We designed this workshop for professionals who want to dive deep into SQL  the language that powers relational databases like MySQL and PostgreSQL. We assume no prior knowledge  but be warned — we're going deep into SQL-land!    By the end  students will be able to translate product  operational  and marketing questions directly into SQL. In addition  we'll cover the basic principles of statistics  analytics  and data science so that students can ask better questions and meaningfully interpret the answers.
Coding is the New Literacy,/schools/coding-is-the-new-literacy,Delhi,Ruby on Rails Bootcamp,1 500,SQL,We designed this workshop for professionals who want to dive deep into SQL  the language that powers relational databases like MySQL and PostgreSQL. We assume no prior knowledge  but be warned — we're going deep into SQL-land!    By the end  students will be able to translate product  operational  and marketing questions directly into SQL. In addition  we'll cover the basic principles of statistics  analytics  and data science so that students can ask better questions and meaningfully interpret the answers.
Coding School at ThoughtSTEM,/schools/coding-school-at-thoughtstem,San Diego,Computer Science,1 500,SQL,We designed this workshop for professionals who want to dive deep into SQL  the language that powers relational databases like MySQL and PostgreSQL. We assume no prior knowledge  but be warned — we're going deep into SQL-land!    By the end  students will be able to translate product  operational  and marketing questions directly into SQL. In addition  we'll cover the basic principles of statistics  analytics  and data science so that students can ask better questions and meaningfully interpret the answers.
Craftsmanship Academy,/schools/craftsmanship-academy,Raleigh,The Academy,20 000,Front End  JavaScript  iOS  MongoDB  HTML  Git  Rails  Cocoa  SQL  Sinatra  Design  Ruby  Mobile  CSS  Node.js,This is not an introductory bootcamp but rather an entry into the journey of Software Craftsmanship.  We are highly selective  taking only 2-4 from applicants who have gone through software related degree programs  bootcamps  and have some basic programming experience on small projects.  We prepare you to build significant software systems under our world-class software craftsman at RoleModel Software.
Cribb,/schools/cribb,Atlanta,iOS Bootcamp,20 000,Front End  JavaScript  iOS  MongoDB  HTML  Git  Rails  Cocoa  SQL  Sinatra  Design  Ruby  Mobile  CSS  Node.js,This is not an introductory bootcamp but rather an entry into the journey of Software Craftsmanship.  We are highly selective  taking only 2-4 from applicants who have gone through software related degree programs  bootcamps  and have some basic programming experience on small projects.  We prepare you to build significant software systems under our world-class software craftsman at RoleModel Software.
Cyber Retraining Academy,/schools/cyber-retraining-academy,London,Cyber security,20 000,Front End  JavaScript  iOS  MongoDB  HTML  Git  Rails  Cocoa  SQL  Sinatra  Design  Ruby  Mobile  CSS  Node.js,This is not an introductory bootcamp but rather an entry into the journey of Software Craftsmanship.  We are highly selective  taking only 2-4 from applicants who have gone through software related degree programs  bootcamps  and have some basic programming experience on small projects.  We prepare you to build significant software systems under our world-class software craftsman at RoleModel Software.
Dallas Coding Academy,/schools/dallas-coding-academy,Dallas,Intro,20 000,Front End  JavaScript  iOS  MongoDB  HTML  Git  Rails  Cocoa  SQL  Sinatra  Design  Ruby  Mobile  CSS  Node.js,This is not an introductory bootcamp but rather an entry into the journey of Software Craftsmanship.  We are highly selective  taking only 2-4 from applicants who have gone through software related degree programs  bootcamps  and have some basic programming experience on small projects.  We prepare you to build significant software systems under our world-class software craftsman at RoleModel Software.
Dallas Coding Academy,/schools/dallas-coding-academy,Dallas,Intermediate,20 000,Front End  JavaScript  iOS  MongoDB  HTML  Git  Rails  Cocoa  SQL  Sinatra  Design  Ruby  Mobile  CSS  Node.js,This is not an introductory bootcamp but rather an entry into the journey of Software Craftsmanship.  We are highly selective  taking only 2-4 from applicants who have gone through software related degree programs  bootcamps  and have some basic programming experience on small projects.  We prepare you to build significant software systems under our world-class software craftsman at RoleModel Software.
Dallas Coding Academy,/schools/dallas-coding-academy,Dallas,Advanced,20 000,Front End  JavaScript  iOS  MongoDB  HTML  Git  Rails  Cocoa  SQL  Sinatra  Design  Ruby  Mobile  CSS  Node.js,This is not an introductory bootcamp but rather an entry into the journey of Software Craftsmanship.  We are highly selective  taking only 2-4 from applicants who have gone through software related degree programs  bootcamps  and have some basic programming experience on small projects.  We prepare you to build significant software systems under our world-class software craftsman at RoleModel Software.
Data Science Europe,/schools/data-science-europe,Dublin,Data Science Bootcamp,20 000,Front End  JavaScript  iOS  MongoDB  HTML  Git  Rails  Cocoa  SQL  Sinatra  Design  Ruby  Mobile  CSS  Node.js,This is not an introductory bootcamp but rather an entry into the journey of Software Craftsmanship.  We are highly selective  taking only 2-4 from applicants who have gone through software related degree programs  bootcamps  and have some basic programming experience on small projects.  We prepare you to build significant software systems under our world-class software craftsman at RoleModel Software.
Data Science for Social Good,/schools/data-science-for-social-good,Chicago,Summer Fellowship,20 000,Front End  JavaScript  iOS  MongoDB  HTML  Git  Rails  Cocoa  SQL  Sinatra  Design  Ruby  Mobile  CSS  Node.js,This is not an introductory bootcamp but rather an entry into the journey of Software Craftsmanship.  We are highly selective  taking only 2-4 from applicants who have gone through software related degree programs  bootcamps  and have some basic programming experience on small projects.  We prepare you to build significant software systems under our world-class software craftsman at RoleModel Software.
DeltaV Code School,/schools/deltav-code-school,Cedar Rapids,Code 401  Node.js,12 000,AngularJS  Front End  JavaScript  MongoDB  HTML  Git  CSS  Express.js  Node.js,Advanced Software Development in Full-Stack JavaScript
DevCamp MX,/schools/devcamp-mx,Monterrey,Full Stack Web Development,12 000,AngularJS  Front End  JavaScript  MongoDB  HTML  Git  CSS  Express.js  Node.js,Advanced Software Development in Full-Stack JavaScript
Developer Bootcamp,/schools/developer-bootcamp,Chelmsford,Master Java Developer,4 690,Java,The Master Java Developer bootcamp offers a task-oriented  cost effective approach to learning Java technology  a skillset in great demand in the American economy today. The Java framework provides an object-oriented  portable  platform-independent development environment that is also robust  secure and efficient.    Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  or 7-week track.
Developer Bootcamp,/schools/developer-bootcamp,Chelmsford,Web Developer,4 690,AngularJS  Python  Front End  JavaScript  .NET  HTML  PHP  ASP.NET  jQuery  CSS,Students will learn how to implement Webpages using HTML5  CSS  JavaScript  jQuery  Responsive Web Design and AngularJS. The program includes optional courses in Perl  PHP  ASP.NET or Python.     Courses can be taken either face-to-face in the classroom or via remote attendance. All programming courses include at least 50% of time performing comprehensive hands on exercises facilitated by expert instructors. This boosts retention and confidence as well as assuring competency with the new skills being acquired.     Students can choose to take a 5-week  6-week  7-week  8-week or 9-week track.
